Cultist,Stealth,Influence,Endurance,Lore,Economic,Strength,Insanity,Position
Tre Stout,5.1,3.4,0.4,3.1,9.3,9.4,10.0,Recruiter
Arbaaz Bean,4.2,9.7,3.8,9.4,3.5,8.4,0.1,Advisor
Giselle Oconnor,9.7,4.7,9.1,5.9,4.4,7.2,9.2,Assassin
Vicky Saunders,1.6,9.8,8.2,8.6,5.4,5.1,9.9,Priest
Rikki Wang,0.3,6.4,8.7,9.5,8.8,1.5,8.1,Priest
Omer Conner,0.0,9.7,7.8,1.2,8.8,1.8,7.1,Recruiter
Ritchie White,2.8,9.8,1.5,6.2,6.4,8.4,9.3,Recruiter
Aliyah Mullen,5.1,1.5,6.8,8.9,6.9,2.2,1.7,Accountant
Kanye Mckay,8.7,7.7,3.3,9.8,3.3,7.5,4.5,Advisor
Ahmet Hawkins,0.9,0.9,5.2,7.4,8.4,0.4,9.4,Priest
Baxter Vang,4.1,8.6,7.0,9.5,4.2,0.2,10.0,Priest
Malcolm Koch,3.7,8.6,2.6,8.6,7.3,9.9,0.6,Advisor
Freja Clemons,1.1,9.8,5.7,3.5,6.2,9.7,7.2,Enforcer
Ishaq Harper,2.4,9.8,8.4,4.9,3.2,5.4,4.1,Enforcer
Austin Parker,8.4,1.8,2.1,4.4,3.9,0.8,5.7,Assassin
Aimee Cotton,9.0,5.8,1.0,5.0,8.9,9.0,4.5,Advisor
Georga Scott,1.5,4.0,5.7,7.3,5.8,5.4,5.6,Priest
Katelyn Mcguire,3.7,7.9,6.8,3.1,2.0,2.9,3.2,Enforcer
Vanesa Murray,9.6,2.2,3.0,8.6,6.3,4.4,0.0,Accountant
Kuba Joseph,4.9,7.7,0.5,2.4,2.0,3.4,0.6,Advisor
Luka Betts,1.9,8.3,10.0,1.5,2.7,0.8,0.0,Enforcer
Lily-Ann Bowman,7.4,3.1,1.0,4.0,4.1,4.5,0.5,Advisor
Haiden Wilkins,3.6,9.0,8.0,8.0,8.6,6.9,2.0,Accountant
Renesmae Pace,0.0,9.5,4.0,6.8,0.6,3.4,8.2,Priest
Evelyn Odonnell,5.9,1.2,5.7,0.8,5.2,8.7,4.0,Assassin
Anand Cameron,1.2,0.1,6.7,7.3,2.9,4.2,6.9,Priest
Daniyal Sheridan,9.1,2.5,1.6,3.4,5.6,4.5,4.1,Assassin
Nora Ahmad,5.1,8.8,0.8,1.6,8.5,7.5,1.5,Advisor
Kayla Todd,1.7,3.0,0.3,0.6,2.4,3.0,7.1,Recruiter
Morwenna Marriott,1.5,5.6,2.8,4.7,7.3,4.7,5.1,Recruiter
Shannen Hill,5.1,6.5,8.1,7.6,2.5,0.7,1.2,Accountant
Caprice Seymour,7.0,5.8,8.5,6.4,2.8,4.5,9.8,Assassin
Kiah Colon,8.1,6.8,4.4,5.5,7.9,2.1,5.3,Advisor
Bibi Whittaker,6.0,2.6,4.2,3.3,6.4,8.6,0.0,Accountant
Arvin Lott,9.3,3.6,4.6,9.2,7.1,8.4,8.9,Assassin
Kyle Nielsen,8.7,2.4,10.0,6.9,9.9,3.9,3.5,Accountant
Drew Easton,4.4,9.9,3.6,1.6,8.2,2.0,6.1,Recruiter
Mila Turner,4.8,1.0,7.0,3.4,6.6,1.1,2.9,Accountant
Addie Garrison,5.6,0.4,8.1,8.4,9.6,0.0,8.4,Accountant
Imaan Mcmahon,7.2,1.3,5.2,7.1,2.9,5.3,3.6,Assassin
Tobi Schmidt,8.4,5.6,5.8,10.0,10.0,1.6,9.5,Advisor
Iylah Emery,10.0,7.8,8.3,0.3,5.5,9.1,6.3,Enforcer
Hussein Sharma,5.0,0.7,9.0,9.4,0.9,5.5,8.1,Assassin
Kirsty Pate,8.6,0.7,6.6,8.9,0.1,0.4,1.4,Assassin
Neha Watts,3.8,8.6,7.6,0.9,4.2,7.1,7.8,Enforcer
Jordan Peacock,0.4,4.0,6.6,8.0,8.6,2.3,7.9,Priest
Safiyyah Knowles,1.7,6.8,1.8,5.8,0.0,5.3,5.8,Priest
Don Hunter,6.6,7.5,0.5,2.6,5.2,9.0,6.3,Enforcer
Ibraheem Wiley,9.0,9.7,1.9,0.0,3.0,8.8,2.5,Enforcer
Joy Floyd,0.0,3.0,4.3,2.0,3.9,1.1,3.7,Priest
Salman Watkins,8.7,8.3,4.2,4.5,0.9,2.2,4.7,Recruiter
Taiba Moses,1.4,3.0,3.7,5.9,8.8,5.5,1.0,Accountant
Anisha Bush,5.5,2.5,8.8,9.7,9.1,9.1,8.0,Accountant
Charlie Burris,4.0,6.6,3.7,3.5,8.7,2.8,0.3,Accountant
Hafsa Power,1.6,2.3,4.4,9.5,8.4,9.4,1.2,Accountant
Billie-Jo Oneil,3.6,4.4,1.5,0.6,1.5,3.3,2.8,Enforcer
Franco Christensen,3.0,4.3,2.4,7.3,1.1,9.8,4.0,Enforcer
Marisa Wicks,9.7,6.2,9.0,9.2,3.7,9.7,0.8,Enforcer
Dominic Long,7.0,3.8,10.0,9.4,5.2,9.7,0.5,Accountant
Rosalind Wallis,5.8,0.6,8.2,2.7,8.7,5.2,8.2,Assassin
Neave Buckley,4.1,6.1,5.4,6.2,8.5,6.2,2.4,Accountant
Mabel Espinoza,4.0,9.9,8.7,1.0,5.9,4.2,4.3,Enforcer
Willow Crawford,4.5,4.1,0.3,1.7,4.0,6.5,6.4,Enforcer
Alessia Lutz,1.1,7.1,6.7,9.8,8.4,2.7,0.0,Accountant
Mohamed Buck,5.6,9.1,1.6,0.1,9.4,0.8,1.2,Advisor
Ricky Hammond,4.2,1.5,7.1,1.3,5.4,5.6,1.4,Assassin
Nettie Mill,4.8,2.5,7.0,6.3,2.5,9.7,4.0,Enforcer
Regina Welch,0.4,4.6,5.5,7.4,8.3,2.2,9.1,Priest
Willa Mckenzie,2.5,8.7,8.6,4.5,5.9,0.4,0.5,Accountant
Danielle Irwin,2.3,5.6,3.0,4.6,3.8,6.7,7.7,Priest
Macie Mcpherson,2.5,8.1,5.2,4.0,1.2,5.7,3.6,Enforcer
Caden Mccormack,1.8,3.0,2.4,2.4,3.0,5.0,9.2,Priest
Kyran David,7.0,6.2,6.3,9.3,7.7,0.6,6.4,Advisor
Keith Mays,1.0,0.7,7.0,6.1,7.7,8.4,5.8,Accountant
Tilly-Mae Jeffery,5.4,3.5,9.0,7.4,3.6,4.7,7.7,Assassin
Spencer Barrera,2.1,6.4,1.8,5.2,1.2,5.9,5.0,Priest
Paul Arnold,0.1,2.0,6.6,6.2,4.1,3.2,8.6,Priest
Ibrahim Finney,1.4,6.7,6.9,1.9,4.7,6.2,2.9,Enforcer
Kya Clemons,0.3,2.2,6.1,4.5,9.6,6.3,0.2,Accountant
Fatimah Reeves,6.3,9.7,7.2,8.5,4.9,3.9,0.5,Accountant
Korey Partridge,8.8,9.7,9.1,4.0,8.3,5.7,3.8,Accountant
Ed Ewing,8.4,0.6,4.8,1.5,4.5,7.8,1.3,Assassin
Daniyal Healy,6.7,3.3,3.4,8.3,5.6,5.5,1.3,Accountant
Miley Millington,0.4,8.1,4.7,5.7,7.8,6.1,0.7,Accountant
Shayne Rich,1.2,3.7,5.1,4.3,6.7,2.8,6.6,Priest
Yasser Duncan,3.4,1.6,8.0,3.0,6.1,3.1,1.9,Accountant
Allan Povey,6.4,9.9,0.3,3.2,6.7,3.0,2.9,Advisor
Cherry Levine,9.4,2.5,3.1,7.9,5.1,3.6,3.6,Accountant
Niko Bolton,8.8,7.6,8.7,0.7,8.3,2.7,4.7,Assassin
Danika Drummond,9.9,6.9,8.9,2.2,8.4,8.2,5.7,Assassin
Sol Garcia,0.8,3.4,3.4,9.3,0.2,7.9,2.9,Enforcer
Alessandro Acevedo,8.5,3.7,2.4,7.6,2.1,7.5,3.9,Assassin
Daniella Neal,9.1,2.3,7.1,8.4,0.6,7.3,7.6,Assassin
Chad Rennie,6.2,2.7,9.9,2.6,7.8,0.8,8.7,Assassin
Jax Mercer,0.8,1.5,8.5,5.3,9.0,6.6,7.3,Accountant
Tiernan Stein,8.4,5.9,9.7,3.4,6.0,3.4,1.3,Accountant
Adeline Cooley,0.8,7.8,4.2,0.2,7.2,5.7,0.9,Enforcer
Ammarah Riley,10.0,0.8,4.2,7.4,1.9,9.1,1.9,Assassin
Tarun Willis,4.8,8.6,1.4,8.7,4.3,6.1,9.0,Recruiter
Floyd Calderon,1.8,6.0,4.2,3.8,3.5,8.2,2.1,Enforcer
Dolcie Fraser,4.8,0.3,9.4,8.1,9.5,7.5,3.7,Accountant
Carolina Whittington,6.2,6.5,8.2,3.5,10.0,9.8,1.5,Accountant
Jaxx Holcomb,0.5,7.7,2.3,0.8,7.7,7.7,8.6,Recruiter
Lachlan Wainwright,1.7,5.7,3.4,5.8,9.9,9.4,7.2,Priest
Latoya Hanna,4.1,1.1,1.2,2.6,0.1,9.1,6.1,Enforcer
Salma Esparza,4.5,5.0,6.3,9.1,0.5,5.6,0.1,Enforcer
Jacque Choi,9.6,1.6,7.1,5.4,2.7,0.5,5.1,Assassin
Ottilie Frye,2.1,3.8,1.2,8.6,3.2,0.8,8.2,Priest
Callan Proctor,9.8,2.3,8.1,7.1,1.1,0.2,0.7,Assassin
Mayur O'Sullivan,0.5,0.0,6.7,7.6,6.8,7.5,4.0,Accountant
Brittany Pitt,5.3,2.9,1.1,3.6,3.8,4.2,5.1,Advisor
Aniqa Stout,5.7,5.7,6.6,8.4,3.5,8.1,7.8,Enforcer
Najma Reeve,10.0,6.0,3.0,1.3,5.1,0.0,0.1,Accountant
Kaif Dodson,5.1,5.8,3.1,7.7,2.5,0.2,4.4,Advisor
Hanifa Schwartz,9.6,8.2,0.9,9.4,5.0,5.7,9.4,Advisor
Sapphire Vincent,1.6,5.6,5.3,2.9,7.5,6.7,2.5,Accountant
Kristian Eastwood,8.4,5.9,10.0,4.1,4.4,6.4,5.0,Assassin
Edie Hendrix,4.5,0.4,8.1,6.6,1.3,7.0,2.5,Assassin
Anees Feeney,8.1,1.7,6.6,5.9,5.9,0.7,7.5,Assassin
Zakir Brook,9.3,9.6,9.2,1.4,7.5,9.5,9.9,Enforcer
Kishan Huber,4.7,1.3,0.7,10.0,3.1,6.7,4.7,Advisor
Jaydon Hays,1.5,4.1,9.6,0.6,5.6,5.8,5.5,Enforcer
Gabriella Meza,2.9,3.7,8.6,1.3,1.8,5.7,0.7,Enforcer
Aamna Bradford,9.3,9.8,9.5,4.8,3.3,3.8,0.1,Enforcer
Chance Blake,3.7,5.3,8.0,8.3,1.4,4.4,9.5,Priest
Bryson Burks,6.4,8.8,8.1,0.9,8.8,1.9,3.0,Accountant
Zaina Archer,2.4,7.7,0.0,6.5,4.2,3.2,2.9,Advisor
Emily Pope,1.4,7.5,7.1,1.2,2.8,8.9,3.4,Enforcer
Boyd Hinton,0.5,0.8,7.8,1.4,3.0,8.6,8.8,Enforcer
Ellie-Louise Butler,5.6,1.1,7.2,8.5,10.0,0.4,3.1,Accountant
Jillian Walsh,2.4,8.1,1.7,8.8,3.8,4.0,4.2,Advisor
Zunaira Mccoy,10.0,0.8,5.9,5.5,0.2,5.1,1.3,Assassin
Don Correa,1.1,5.2,4.9,7.4,3.7,5.1,6.0,Priest
Syeda Maynard,1.5,1.4,9.1,2.1,4.1,1.2,0.0,Accountant
Lauren Henry,1.9,4.0,6.4,0.2,1.5,4.8,4.1,Enforcer
Deborah Harper,6.0,6.5,3.9,5.5,6.3,4.0,5.0,Advisor
Brodie Buchanan,1.5,9.9,9.3,5.2,5.0,7.2,7.2,Enforcer
Arvin Nichols,3.2,5.5,2.2,2.7,8.6,7.9,8.4,Recruiter
Arisha Mcgowan,7.5,4.4,1.4,8.5,8.1,1.6,4.4,Advisor
Fateh Choi,4.8,5.5,1.1,0.3,4.2,2.6,1.9,Recruiter
Aurora Mcbride,8.7,9.0,8.8,2.1,7.3,5.6,3.9,Enforcer
Diogo Larson,4.2,6.0,8.0,9.3,2.0,6.4,1.5,Enforcer
Jerome Curran,3.3,7.2,5.3,9.8,2.3,9.1,4.0,Enforcer
Pearl Mata,9.8,3.2,5.0,8.3,8.0,2.6,1.3,Accountant
Martha Santiago,0.4,7.2,0.4,2.9,9.5,9.5,3.9,Advisor
Ava-Rose Melia,7.2,3.3,2.8,4.5,1.4,8.0,7.4,Assassin
Madeline Clayton,0.2,2.5,6.5,8.3,7.8,1.3,2.0,Accountant
Kory Cardenas,1.2,8.1,2.0,7.4,5.8,6.8,1.2,Advisor
Lizzie Espinosa,3.5,2.6,1.5,6.5,5.7,8.8,7.8,Priest
Anika Phillips,2.7,1.4,7.6,4.0,4.0,3.3,2.5,Accountant
Judah Draper,2.1,6.8,7.3,1.6,8.1,0.6,9.3,Priest
Colette Bush,7.8,3.1,1.5,9.8,1.3,7.4,7.5,Assassin
Jayce Gentry,3.6,3.7,3.6,3.7,2.7,6.3,1.6,Enforcer
Bryce Gates,3.5,1.7,4.6,9.8,7.7,7.0,0.5,Accountant
Brittney Brown,4.2,7.7,7.7,3.7,6.7,6.1,3.4,Enforcer
Natalie Busby,9.8,7.2,3.2,4.9,1.9,8.0,6.0,Enforcer
Stefano Lamb,4.0,5.3,8.1,5.3,0.6,10.0,1.1,Enforcer
Lorena Hewitt,7.6,10.0,1.3,4.3,8.6,4.8,7.2,Recruiter
Rosina Camacho,9.9,0.7,7.6,6.3,6.9,8.8,2.7,Assassin
Ihsan Mccarty,8.5,5.6,2.4,9.9,9.8,0.4,6.5,Advisor
Arnas Sweet,7.5,9.2,4.6,2.4,7.4,5.1,4.3,Recruiter
Myrtle Derrick,9.5,7.6,7.8,6.2,2.7,9.1,2.0,Enforcer
Seb Miranda,1.9,2.2,3.0,6.0,8.7,9.8,5.8,Accountant
Anastazja Adkins,9.1,5.9,6.4,2.6,4.2,7.3,5.3,Assassin
Audrey Norris,2.2,3.0,0.5,5.6,9.5,2.3,2.2,Accountant
Riccardo Mayo,6.2,6.6,5.4,3.9,1.8,6.2,8.9,Enforcer
Charly Albert,4.3,1.1,2.6,1.7,5.4,7.4,2.8,Assassin
Matias Roche,6.8,4.3,9.8,4.3,0.5,2.1,3.9,Assassin
Aariz Wilkinson,9.2,0.2,6.2,9.2,4.6,7.7,5.0,Assassin
Sommer Johnson,9.6,2.7,2.3,7.5,9.2,0.2,7.5,Advisor
Kristofer Salazar,1.1,9.4,7.3,8.2,4.6,0.6,9.8,Priest
Elisabeth Reader,6.9,5.1,8.9,8.2,7.0,0.9,7.3,Accountant
Homer Farrington,0.4,3.6,5.5,7.4,9.5,5.8,4.1,Accountant
Janet Krueger,7.9,5.6,1.6,2.2,1.1,10.0,3.5,Enforcer
Aaron Thornton,8.4,5.5,1.8,9.6,4.1,3.2,0.9,Advisor
Izaak Mccormack,4.0,8.7,0.5,0.8,7.7,5.8,3.3,Recruiter
Faiza Mcdougall,5.7,4.3,5.7,0.6,2.6,0.4,6.2,Assassin
Rueben Abbott,2.5,3.6,6.6,2.7,1.1,4.4,9.1,Priest
Kaydan Dougherty,0.0,0.1,9.6,3.9,6.8,6.9,1.6,Accountant
Richie Sadler,7.5,9.1,6.5,7.2,3.6,9.2,9.1,Enforcer
Aaliyah Keith,5.4,0.8,1.3,2.4,3.7,0.8,2.8,Assassin
Lily-Mae Barrett,4.1,1.0,3.3,5.8,8.7,8.3,6.9,Accountant
Rocco Mejia,5.9,5.2,3.9,2.7,9.5,8.2,6.4,Enforcer
Jody Frederick,0.0,5.8,7.1,9.1,8.5,7.3,8.1,Priest
Shreya Moses,1.4,8.2,8.2,2.0,2.4,4.1,5.9,Enforcer
Aaisha Rich,3.6,3.7,9.4,8.2,3.1,4.8,0.5,Accountant
Charmaine Munoz,1.2,2.8,1.7,0.0,8.4,8.8,5.0,Enforcer
Ameera Stuart,3.0,7.1,4.2,9.0,4.3,0.8,2.9,Advisor
Saskia Haines,3.3,0.9,6.1,2.7,4.9,2.5,5.1,Assassin
Graeme Todd,3.2,1.7,1.4,4.4,5.1,3.4,5.5,Priest
Cassidy Krause,7.6,8.8,6.4,1.8,4.3,9.0,0.4,Enforcer
Abdallah Sinclair,4.8,2.9,6.7,5.1,7.9,7.5,2.0,Accountant
Iqrah Pearson,8.9,2.0,7.4,3.3,5.6,7.0,8.0,Assassin
Alexandria Young,4.7,2.0,4.0,0.4,8.1,7.1,1.9,Accountant
Albie Valenzuela,4.7,1.3,4.1,7.2,8.1,1.6,5.8,Accountant
Tamera Hulme,5.8,2.6,1.8,2.3,4.4,8.7,4.5,Enforcer
Briana Kouma,7.3,8.8,6.9,9.4,7.3,1.7,3.8,Advisor
Sid Frost,7.1,3.5,4.5,8.6,9.5,0.5,3.4,Accountant
Zaynah Morse,7.2,7.0,0.6,7.3,6.3,7.2,5.0,Advisor
Malcolm Wade,3.8,2.4,3.2,3.8,9.3,4.3,9.6,Priest
Eliott Carpenter,6.7,1.6,7.2,0.8,1.9,2.8,0.3,Assassin
Greyson Oneal,5.6,9.6,5.6,9.7,6.2,8.8,1.9,Advisor
Dante Buxton,3.4,3.3,1.2,1.9,6.7,8.4,1.6,Enforcer
Aliyah Gomez,4.1,1.6,2.1,10.0,8.3,0.5,3.9,Accountant
Aaryan Mills,6.3,8.0,6.0,1.5,6.7,7.0,1.9,Enforcer
Jacques Hilton,3.3,2.2,8.6,8.9,6.4,1.4,0.3,Accountant
Reginald Dawson,9.7,6.8,5.6,3.6,2.1,5.7,7.2,Assassin
Karolina Cassidy,7.1,3.2,6.3,1.3,2.9,3.2,3.0,Assassin
Monica Mccallum,7.0,6.3,8.3,5.1,4.2,6.1,7.4,Assassin
Carrie-Ann Obrien,4.6,5.8,8.5,2.2,8.2,2.5,7.6,Priest
Kiyan Short,8.0,0.8,6.0,9.3,7.5,7.5,3.4,Accountant
Dustin Hardy,9.8,0.3,5.5,3.1,9.8,7.9,8.9,Assassin
Mitchell Rush,0.1,6.7,4.9,2.6,4.2,1.2,4.3,Priest
Isla-Rose Eastwood,4.6,2.0,8.5,0.4,3.5,4.2,2.7,Assassin
Hilda Stewart,6.8,0.3,8.9,0.4,4.9,8.4,4.1,Assassin
Lewie Thorpe,0.8,5.6,5.7,8.2,0.5,1.0,4.9,Priest
Ernie Anderson,0.3,1.9,3.7,6.0,4.7,6.2,1.2,Accountant
Shaan Irwin,6.2,4.8,4.7,8.6,6.6,3.7,0.5,Accountant
Melissa Huff,2.7,5.1,9.8,6.8,8.8,8.3,5.5,Accountant
Georga Mclean,1.6,6.1,4.2,4.6,2.5,1.8,3.2,Priest
Aliza Fox,9.3,7.5,1.9,9.3,6.4,7.7,9.0,Advisor
Mohamed Charlton,5.8,4.9,2.3,2.5,6.3,2.8,4.2,Advisor
Kendal Hopper,9.1,7.7,0.9,7.1,4.8,8.5,9.8,Recruiter
Kiefer Cote,3.7,8.3,3.2,6.6,5.3,10.0,6.2,Enforcer
Caris Archer,1.6,6.2,6.1,2.4,1.1,1.3,2.3,Enforcer
Karter Cox,0.0,1.1,9.5,3.9,3.9,3.9,8.3,Priest
Carl Stafford,7.4,4.3,9.5,5.6,8.3,8.3,6.6,Assassin
Harper Santana,9.2,1.4,0.6,0.1,9.1,6.1,5.0,Assassin
Duke Rios,4.0,7.9,9.3,6.5,6.3,9.3,2.3,Enforcer
Rizwan Hubbard,1.7,9.8,4.2,3.9,3.0,7.1,6.9,Enforcer
Traci Wills,4.6,3.0,3.7,4.6,2.2,6.1,9.4,Assassin
Kaisha Nolan,9.9,5.1,0.5,4.6,0.9,2.3,5.3,Assassin
Khadeeja Dunlop,4.4,1.8,0.5,0.5,9.2,4.1,9.1,Recruiter
Andrew Barrow,2.3,7.4,6.0,4.7,5.3,7.7,4.2,Enforcer
Yolanda Stott,1.2,5.2,6.3,4.3,6.7,3.8,3.4,Accountant
Iona Caldwell,1.5,4.7,1.5,5.1,7.6,6.7,1.7,Advisor
Augustus Sweet,6.8,7.1,5.4,1.6,6.6,3.2,5.8,Recruiter
Tamara Valentine,9.9,0.3,0.3,4.5,5.7,4.3,3.1,Assassin
Ella-Rose Garrett,5.6,4.3,6.9,5.0,6.9,9.1,6.3,Enforcer
Graeme Olsen,5.2,2.3,5.9,3.0,9.1,6.2,9.3,Assassin
Yusra Dominguez,3.2,9.6,0.7,4.7,7.4,3.5,4.3,Advisor
Sid Bradshaw,1.9,8.8,9.3,5.8,5.0,8.3,7.1,Enforcer
Ariah Chase,6.4,7.6,3.6,7.8,2.7,7.2,6.9,Recruiter
Shivam Stephens,1.1,3.6,1.4,8.1,9.8,6.8,9.3,Priest
Luca Lopez,7.3,9.7,8.4,4.0,8.3,8.1,2.2,Enforcer
Paula Bernard,0.4,6.3,10.0,8.0,2.2,2.0,8.2,Priest
Arthur Munoz,0.3,2.5,6.1,6.5,5.7,7.2,9.2,Priest
Marsha Mansell,2.9,1.7,5.5,5.2,8.3,8.0,4.0,Accountant
Owais Kent,8.5,7.4,0.5,2.2,3.0,3.5,3.4,Advisor
Krista Edmonds,0.7,3.0,7.9,4.9,5.9,1.0,7.2,Priest
Antony Portillo,2.0,2.8,2.2,9.8,6.1,2.1,5.2,Advisor
Mari Hooper,3.1,1.0,9.1,8.9,7.8,2.4,2.9,Accountant
Keaton Valencia,2.1,7.2,5.6,0.0,7.5,2.3,6.6,Recruiter
Jaya Tucker,4.2,7.0,0.3,3.3,5.8,0.9,7.6,Recruiter
Tadhg David,2.6,0.3,3.8,9.8,1.1,7.6,6.7,Priest
Heena Fountain,9.3,5.5,7.9,1.3,2.0,9.1,3.0,Enforcer
Kenzie Mcfadden,9.8,7.1,1.4,2.1,0.2,7.0,0.1,Enforcer
Tudor Mcloughlin,1.3,9.6,6.6,8.2,7.5,8.9,3.9,Advisor
Amba Johnson,7.0,0.4,5.5,0.4,4.6,9.4,9.2,Assassin
Maliha Battle,3.7,1.1,8.4,9.1,3.6,4.6,9.2,Priest
Milton Emery,0.7,1.8,0.3,4.5,8.9,9.8,4.5,Accountant
Kingsley Hope,6.3,6.7,8.5,7.4,5.6,1.7,0.2,Accountant
Onur Pacheco,2.3,6.6,2.8,0.0,2.7,6.2,2.8,Enforcer
Alicja Travers,4.0,6.7,4.8,1.1,1.8,3.0,4.5,Enforcer
Carys Hassan,7.2,7.4,5.8,6.6,5.8,3.4,5.4,Advisor
Adelina Gibbs,4.4,9.4,8.3,3.8,2.4,3.0,4.4,Enforcer
Rumaysa Cordova,0.3,8.5,1.5,8.9,0.8,8.3,4.9,Priest
Jaydn Cook,8.0,2.3,3.4,4.4,5.2,5.9,8.2,Assassin
Kayan Mcmillan,3.9,0.1,0.1,9.9,1.8,5.4,2.2,Advisor
Briony Clay,2.6,9.2,6.8,9.5,6.5,5.9,8.5,Priest
Angelica Hardy,8.3,6.7,3.1,2.0,0.7,6.8,6.5,Enforcer
Quentin Mata,2.9,8.0,1.8,4.2,5.1,8.0,10.0,Recruiter
Rebeca Carroll,7.3,6.0,8.8,3.0,5.1,3.9,9.5,Assassin
Karla Hodgson,0.4,7.7,3.3,5.6,5.0,8.6,9.8,Priest
Tasha Coates,4.8,10.0,7.7,3.6,4.2,7.8,3.9,Enforcer
Vijay Avalos,6.4,0.2,6.1,3.2,1.8,2.5,5.8,Assassin
Branden Dean,3.7,4.5,2.9,9.0,3.2,2.4,8.7,Priest
Harvir Neal,5.4,4.4,2.1,3.1,5.5,0.7,3.9,Recruiter
Edith Kaiser,3.1,1.2,8.5,1.8,4.6,9.5,4.8,Enforcer
Michelle Conner,7.2,3.9,7.3,2.6,4.7,3.8,8.2,Assassin
Roberto Goddard,9.6,0.3,1.7,8.5,4.8,0.8,0.6,Accountant
Ralphy Dickens,4.8,2.3,9.4,8.9,3.9,3.0,7.4,Priest
Daisie Allison,3.1,9.2,6.9,7.9,9.1,1.5,4.0,Accountant
Syeda Oneal,2.6,4.7,1.8,0.2,4.0,0.4,7.6,Recruiter
Kiara Mcfarlane,7.7,3.1,2.9,4.7,1.7,7.2,5.7,Assassin
Teagan Beattie,3.2,0.4,1.8,1.8,6.0,2.7,1.3,Accountant
Alix Mejia,0.6,3.0,1.4,4.8,8.4,0.9,0.8,Accountant
Miles Vickers,4.2,0.5,5.5,4.2,7.5,0.9,7.6,Accountant
Tayler Dalby,2.4,1.9,1.8,9.9,1.1,3.9,8.3,Priest
Husnain Bennett,0.0,8.7,2.4,4.8,5.6,4.4,3.7,Recruiter
Kayley Rees,1.5,1.1,0.3,1.7,4.6,8.1,6.6,Enforcer
Gage Whitaker,7.4,6.7,0.9,6.2,0.3,8.4,7.8,Enforcer
Dhruv Dodd,9.1,5.0,0.5,3.5,1.2,7.5,9.0,Assassin
Jillian Holmes,0.8,9.7,0.1,9.4,5.8,2.4,5.4,Advisor
Kali Bowes,2.0,6.7,6.9,1.2,1.7,7.9,3.2,Enforcer
Jayne Rossi,0.7,2.0,9.7,9.1,1.6,4.0,5.5,Priest
Yusef Gaines,10.0,5.6,2.0,8.1,5.5,5.4,5.2,Advisor
Tashan Ritter,1.2,9.1,5.7,5.6,4.7,7.2,2.9,Enforcer
Ned Young,3.6,2.5,7.0,6.0,4.9,9.4,6.3,Enforcer
Damian Church,5.9,7.2,6.4,4.5,7.7,2.2,5.1,Accountant
Brandon Villanueva,4.9,2.3,5.8,9.0,2.9,4.7,0.7,Accountant
Isla-Mae Newman,3.9,0.9,3.1,8.0,1.2,6.9,1.5,Assassin
Zaine Salas,2.2,0.6,2.8,0.4,7.3,7.5,5.5,Enforcer
Georga Jackson,6.2,7.8,7.2,2.1,8.9,3.3,1.3,Accountant
Jarred Palacios,1.2,5.9,5.9,8.6,5.5,8.6,6.3,Priest
Ira Ferrell,6.0,7.3,6.4,0.1,4.7,5.8,1.5,Enforcer
Karson Aldred,9.6,4.8,7.9,9.8,3.6,5.3,5.5,Assassin
Bronwyn O'Ryan,5.3,8.0,3.1,0.2,6.2,9.6,4.7,Enforcer
Zara Zavala,6.6,4.7,4.0,2.6,7.8,5.7,1.0,Accountant
Adriana Parry,10.0,7.4,2.4,5.6,0.7,3.9,8.1,Recruiter
Bernadette Fleming,8.6,0.4,0.8,6.0,2.0,6.6,8.7,Assassin
Eva Bridges,1.4,7.6,3.6,6.6,1.3,7.3,4.2,Enforcer
Mikolaj Rocha,8.7,8.7,8.5,0.8,1.0,2.4,6.4,Assassin
Jovan James,8.7,4.1,4.8,4.9,8.1,6.5,0.3,Accountant
Louis Heaton,7.2,5.7,9.6,0.3,4.6,4.1,9.7,Assassin
Kristi Jennings,4.1,1.2,6.7,3.4,8.9,5.9,8.6,Assassin
Jaxson Woodcock,4.2,7.2,7.9,6.1,8.6,9.0,1.8,Accountant
Jan Jacobs,0.0,9.0,0.6,9.1,8.2,9.5,0.0,Advisor
Abdur-Rahman Mccormick,6.5,6.4,2.4,6.9,7.2,3.4,7.0,Advisor
Karim Clarke,6.7,9.1,6.7,9.3,0.8,6.8,3.7,Enforcer
Alissa Baird,3.2,4.8,4.3,6.5,1.7,1.4,1.5,Advisor
Raymond Roy,0.5,6.5,8.9,3.0,3.5,4.1,0.4,Enforcer
Yuvraj Delgado,8.5,7.1,9.6,5.6,5.3,7.6,9.3,Assassin
Tahmid Molina,3.3,4.5,5.2,0.0,8.5,9.1,2.3,Enforcer
Jibril Preece,1.6,8.5,0.0,7.8,7.6,5.5,6.0,Advisor
Edison Black,10.0,7.1,5.4,5.9,1.4,7.4,0.4,Enforcer
Aishah Wu,2.6,1.7,5.9,8.4,5.3,3.3,7.4,Priest
Bronwen Morin,7.6,5.7,1.7,0.0,8.4,0.0,6.2,Recruiter
Sneha Fernandez,3.9,0.0,8.4,3.6,6.0,9.6,9.0,Assassin
Emrys Arroyo,0.2,4.2,3.3,9.7,4.1,9.7,7.5,Priest
Salim Whitmore,6.8,6.6,0.5,3.5,7.5,5.3,0.6,Advisor
